p.num,V8,V9,V10,uid,custom1,data,gc,term,Q39,age,happyt1,partyID,quintile,gender,income,ideology,social.issues,economic.issues
R_6zMdKm0inLKNJPf,7/27/2015,7/27/2015, , , , , , , ,68,76,2,2,1, ,8,8,8
R_eWnjRdTMhy9ywhT,7/27/2015,7/27/2015, , , , , , , ,36,66,2,2,2, , , , 
R_9NWFPa3qKijIsfP,7/27/2015,7/27/2015, , , , , , , ,66,57,3,17,2, ,6,4,5
R_bHIbqq9ExmwM69f,7/27/2015,7/27/2015, , , , , , , ,26,37,2,17,1, ,6,5,5
R_6VS0FYBFIEH7xEF,7/27/2015,7/27/2015, , , , , , , ,73,39,2,2,1, , , , 
R_4O8L2EZoQ5Fax93,7/27/2015,7/27/2015, , , , , , , ,29,4,1,2,2, , , , 
R_baxhMPjKEf3q8Ml,7/27/2015,7/27/2015, , , , , , , ,45,49,1,2,2, , , , 
R_0TyPidP0tkZ1cHP,7/27/2015,7/27/2015, , , , , , , ,36,72,1,2,1, ,6,4,4
R_6fiOB6IoxjwVxrL,7/27/2015,7/27/2015, , , , , , , ,22,91,1,17,1, , , , 
R_eURyummCdJrd3Tf,7/27/2015,7/27/2015, , , , , , , ,56,52,3,17,2, ,4,4,4
R_aY7gHLmKfFgpGEB,7/27/2015,7/27/2015, , , , , , , ,37,52,1,17,2, , , , 
R_3UvSWFRwXiDlEH3,7/27/2015,7/27/2015, , , , , , , ,26,80,1,17,2, , , , 
R_3slQ4FRc0E15m8B,7/27/2015,7/27/2015, , , , , , , ,47,62,2,17,1, ,6,6,7
R_3gabB0HTBqEy2P3,7/27/2015,7/27/2015, , , , , , , ,44,56,3,17,2, ,4,4,4
R_d5Yn6iBGPAcEpxP,7/27/2015,7/27/2015, , , , , , , ,36,86,3,17,1, , , , 
R_eeMhVZCOPH105o1,7/27/2015,7/27/2015, , , , , , , ,34,95,1,17,1, , , , 
R_3kKzP9bXQviJvXT,7/27/2015,7/27/2015, , , , , , , ,58,72,3,17,2, ,4,4,4
R_0VXDfoe7Ry127jv,7/27/2015,7/27/2015, , , , , , , ,35,59,1,17,1, , , , 
R_8cyyEmfgo8vD6ex,7/27/2015,7/27/2015, , , , , , , ,27,16,2,17,2, , , , 
R_eGabuwJC2jceUgB,7/27/2015,7/27/2015, , , , , , , ,39,61,2,17,1, ,8,9,9
R_e4ZV2cpZIli0NLL,7/27/2015,7/27/2015, , , , , , , ,23,64,1,17,2, , , , 
R_bCvyNDI1bs3dNNH,7/27/2015,7/27/2015, , , , , , , ,53,58,1,17,2, , , , 
R_5BjvTkM5wyPy4ER,7/27/2015,7/27/2015, , , , , , , ,56,100,3,17,1, ,2,2,6
R_6m7VIJlxGhCFqF7,7/27/2015,7/27/2015, , , , , , , ,32,72,1,17,2, ,3,2,2
R_6WHys8eWY99OUaF,7/27/2015,7/27/2015, , , , , , , ,36,73,3,17,1, , , , 
R_40IDSSab4uTzGeN,7/27/2015,7/27/2015, , , , , , , ,30,100,1,17,2, , , , 
R_6PdcPlR1gSF3xQ1,7/27/2015,7/27/2015, , , , , , , ,74,82,3,17,1, , , , 
R_8pmTIuPcIrO8QsZ,7/27/2015,7/27/2015, , , , , , , ,54,74,3,17,1, , , , 
R_b7393YkJqXJNn4p,7/27/2015,7/27/2015, , , , , , , ,35,51,1,17,2, , , , 
R_cBF1T0jiqjxXinz,7/27/2015,7/27/2015, , , , , , , ,36,55,3,17,2, , , , 
R_b9ptlMSL8WId9U9,7/27/2015,7/27/2015, , , , , , , ,64,76,3,17,1, ,5,5,5
R_3e2Bxacteodb8fr,7/27/2015,7/27/2015, , , , , , , ,33,73,1,17,1, , , , 
R_8xg5BDNyn3qNmXX,7/27/2015,7/27/2015, , , , , , , ,56,54,3,17,2, , , , 
R_72s0onyb8QzPMZT,7/27/2015,7/27/2015, , , , , , , ,37,63,3,17,2, ,7,7,6
R_d0bPnhfs1QJQlW5,7/27/2015,7/27/2015, , , , , , , ,31,100,2,17,2, , , , 
R_9MFV0cd0Unz3L9P,7/27/2015,7/27/2015, , , , , , , ,42,100,3,17,2, ,7,7,7
R_eY9cBCddjkvrh53,7/27/2015,7/27/2015, , , , , , , ,65,99,3,17,2, , , , 
R_5AUPw6SSq3R4m2N,7/27/2015,7/27/2015, , , , , , , ,20,87,2,17,2, , , , 
R_0As0SZttvTvra73,7/27/2015,7/27/2015, , , , , , , ,21,65,2,17,2, ,4,4,4
R_cM6ZPNpdzsL7VFb,7/27/2015,7/27/2015, , , , , , , ,49,67,1,17,2, , , , 
R_50gWp8StRh7e36R,7/27/2015,7/27/2015, , , , , , , ,59,48,1,17,2, ,5,4,5
R_aVkLaoQbs1EWd0h,7/27/2015,7/27/2015, , , , , , , ,40,91,2,17,1, , , , 
R_ehA5PAVh3G7JB77,7/27/2015,7/27/2015, , , , , , , ,49,100,3,17,2, , , , 
R_5i3eYOeM8oWG5ZH,7/27/2015,7/27/2015, , , , , , , ,34,56,2,17,2, , , , 
R_6EeQj3Vwocsl92t,7/27/2015,7/27/2015, , , , , , , ,51,73,1,17,2, ,8,8,8
R_6mttR1x5JDSZZgF,7/27/2015,7/27/2015, , , , , , , ,56,49,3,17,1, ,7,7,7
