Country.Code	Country	inc.elast	Country.ineq.intol	GDP_Percap	Gini_Latest	tol.ineq	social.class	SEX	AGE	EDUCYRS	Act.CEO.Unskill
380	IT	.5	4.59	34757.84066	31.9	1	1	 	 	 	 
36	AU	.26	3.91	43901.55485	30.3	1	1	 	 	 	122
36	AU	.26	3.91	43901.55485	30.3	2	2	 	 	 	3.57142857142857
36	AU	.26	3.91	43901.55485	30.3	1	2	 	 	 	16.6666666666667
36	AU	.26	3.91	43901.55485	30.3	1	2	 	 	 	80
36	AU	.26	3.91	43901.55485	30.3	4	3	 	 	 	53.5714285714286
380	IT	.5	4.59	34757.84066	31.9	3	3	 	 	 	6.5
36	AU	.26	3.91	43901.55485	30.3	4	4	 	 	 	57.1428571428571
36	AU	.26	3.91	43901.55485	30.3	3	4	 	 	 	33.3333333333333
380	IT	.5	4.59	34757.84066	31.9	2	4	 	 	 	 
36	AU	.26	3.91	43901.55485	30.3	2	4	 	 	 	 
380	IT	.5	4.59	34757.84066	31.9	1	4	 	 	 	 
36	AU	.26	3.91	43901.55485	30.3	4	5	 	 	 	25
380	IT	.5	4.59	34757.84066	31.9	1	5	 	 	 	 
36	AU	.26	3.91	43901.55485	30.3	1	5	 	 	 	40
380	IT	.5	4.59	34757.84066	31.9	1	2	1	 	 	50
36	AU	.26	3.91	43901.55485	30.3	3	4	1	 	 	8.33333333333333
276	DE-W	.32	4.37	45615.81119	27	2	4	1	 	 	76.9230769230769
380	IT	.5	4.59	34757.84066	31.9	1	4	1	 	 	12.5
392	JP	.34	4.11	36426.30221	37.6	1	3	2	97	 	 
208	DK	.15	3.6	44862.50398	24.8	1	2	1	93	 	6.8
380	IT	.5	4.59	34757.84066	31.9	1	3	2	92	 	 
208	DK	.15	3.6	44862.50398	24.8	2	4	2	90	 	14.5454545454545
392	JP	.34	4.11	36426.30221	37.6	3	2	2	88	 	 
392	JP	.34	4.11	36426.30221	37.6	3	4	2	87	 	 
208	DK	.15	3.6	44862.50398	24.8	4	4	1	87	 	 
208	DK	.15	3.6	44862.50398	24.8	4	4	1	86	 	1
392	JP	.34	4.11	36426.30221	37.6	1	1	2	85	 	 
208	DK	.15	3.6	44862.50398	24.8	2	3	2	84	 	 
36	AU	.26	3.91	43901.55485	30.3	1	3	1	84	 	40
152	CL	.52	4.19	22333.1064	52.1	3	4	2	83	 	156.25
380	IT	.5	4.59	34757.84066	31.9	1	4	1	83	 	6.66666666666667
208	DK	.15	3.6	44862.50398	24.8	3	2	2	82	 	5
392	JP	.34	4.11	36426.30221	37.6	2	2	2	82	 	 
724	ES	.4	4.19	33763.39366	34	2	3	1	82	 	 
152	CL	.52	4.19	22333.1064	52.1	2	4	1	82	 	 
392	JP	.34	4.11	36426.30221	37.6	1	2	1	81	 	50
578	NO	.17	3.52	64893.05564	25	1	2	2	79	 	 
724	ES	.4	4.19	33763.39366	34	1	2	2	79	 	 
36	AU	.26	3.91	43901.55485	30.3	1	2	2	79	 	 
36	AU	.26	3.91	43901.55485	30.3	2	4	2	79	 	 
208	DK	.15	3.6	44862.50398	24.8	3	5	2	79	 	 
392	JP	.34	4.11	36426.30221	37.6	1	1	1	79	 	16.6666666666667
392	JP	.34	4.11	36426.30221	37.6	3	2	1	79	 	 
578	NO	.17	3.52	64893.05564	25	2	2	1	79	 	 
392	JP	.34	4.11	36426.30221	37.6	5	3	1	79	 	2.11111111111111
752	SE	.27	3.93	45143.52332	23	3	4	1	79	 	2.43478260869565
392	JP	.34	4.11	36426.30221	37.6	3	4	1	79	 	 
36	AU	.26	3.91	43901.55485	30.3	3	4	1	79	 	74.0740740740741
752	SE	.27	3.93	45143.52332	23	2	4	1	79	 	4
752	SE	.27	3.93	45143.52332	23	1	1	2	78	 	 
208	DK	.15	3.6	44862.50398	24.8	2	2	2	78	 	65
724	ES	.4	4.19	33763.39366	34	1	2	2	78	 	5
208	DK	.15	3.6	44862.50398	24.8	2	4	2	78	 	 
724	ES	.4	4.19	33763.39366	34	1	2	1	78	 	3
208	DK	.15	3.6	44862.50398	24.8	1	2	1	78	 	1.5
710	ZA	.71	4.35	13046.20783	63.1	2	2	2	77	 	16.6666666666667
152	CL	.52	4.19	22333.1064	52.1	2	4	2	77	 	60
392	JP	.34	4.11	36426.30221	37.6	1	4	2	77	 	 
392	JP	.34	4.11	36426.30221	37.6	1	4	2	77	 	 
380	IT	.5	4.59	34757.84066	31.9	1	4	2	77	 	 
392	JP	.34	4.11	36426.30221	37.6	3	5	2	77	 	 
392	JP	.34	4.11	36426.30221	37.6	3	5	2	77	 	2.85714285714286
152	CL	.52	4.19	22333.1064	52.1	3	1	1	77	 	 
392	JP	.34	4.11	36426.30221	37.6	2	2	1	77	 	 
380	IT	.5	4.59	34757.84066	31.9	1	2	1	77	 	15
36	AU	.26	3.91	43901.55485	30.3	3	1	2	76	 	10
578	NO	.17	3.52	64893.05564	25	1	2	2	76	 	.46875
208	DK	.15	3.6	44862.50398	24.8	1	2	2	76	 	 
208	DK	.15	3.6	44862.50398	24.8	1	2	2	76	 	 
752	SE	.27	3.93	45143.52332	23	3	4	2	76	 	8.75
752	SE	.27	3.93	45143.52332	23	2	4	2	76	 	4
752	SE	.27	3.93	45143.52332	23	1	4	2	76	 	 
208	DK	.15	3.6	44862.50398	24.8	1	4	2	76	 	2.22222222222222
208	DK	.15	3.6	44862.50398	24.8	1	2	1	76	 	4.61538461538461
208	DK	.15	3.6	44862.50398	24.8	3	4	1	76	 	.925925925925926
710	ZA	.71	4.35	13046.20783	63.1	2	4	1	76	 	25
392	JP	.34	4.11	36426.30221	37.6	1	4	1	76	 	 
392	JP	.34	4.11	36426.30221	37.6	1	4	1	76	 	75
380	IT	.5	4.59	34757.84066	31.9	1	4	1	76	 	15.3846153846154
752	SE	.27	3.93	45143.52332	23	1	1	2	75	 	 
752	SE	.27	3.93	45143.52332	23	2	3	2	75	 	.333333333333333
554	NZ	.29	3.69	35217.08835	36.2	2	4	1	75	 	18.75
380	IT	.5	4.59	34757.84066	31.9	1	4	1	75	 	38.4615384615385
578	NO	.17	3.52	64893.05564	25	1	2	2	74	 	3.57142857142857
578	NO	.17	3.52	64893.05564	25	1	2	2	74	 	25
578	NO	.17	3.52	64893.05564	25	1	2	2	74	 	25
246	FI	.18	3.88	39754.48524	26.8	1	2	2	74	 	 
246	FI	.18	3.88	39754.48524	26.8	1	2	2	74	 	7.5
752	SE	.27	3.93	45143.52332	23	3	2	1	74	 	 
246	FI	.18	3.88	39754.48524	26.8	1	3	1	74	 	 
32	AR	.47	4.25	18600	45.8	1	3	1	74	 	 
208	DK	.15	3.6	44862.50398	24.8	4	2	2	73	 	 
208	DK	.15	3.6	44862.50398	24.8	1	2	2	73	 	 
246	FI	.18	3.88	39754.48524	26.8	2	2	1	73	 	37.5
246	FI	.18	3.88	39754.48524	26.8	2	2	1	73	 	100
246	FI	.18	3.88	39754.48524	26.8	2	3	1	73	 	 
578	NO	.17	3.52	64893.05564	25	2	4	1	73	 	3.75
246	FI	.18	3.88	39754.48524	26.8	2	2	2	72	 	 
578	NO	.17	3.52	64893.05564	25	1	2	2	72	 	10
578	NO	.17	3.52	64893.05564	25	1	2	2	72	 	25
578	NO	.17	3.52	64893.05564	25	1	2	2	72	 	17.7777777777778
246	FI	.18	3.88	39754.48524	26.8	1	2	2	72	 	5
392	JP	.34	4.11	36426.30221	37.6	5	3	2	72	 	 
36	AU	.26	3.91	43901.55485	30.3	1	3	2	72	 	150
392	JP	.34	4.11	36426.30221	37.6	2	4	2	72	 	 
724	ES	.4	4.19	33763.39366	34	2	4	2	72	 	 
208	DK	.15	3.6	44862.50398	24.8	2	4	2	72	 	 
578	NO	.17	3.52	64893.05564	25	3	2	1	72	 	3.46153846153846
578	NO	.17	3.52	64893.05564	25	2	2	1	72	 	2.5
752	SE	.27	3.93	45143.52332	23	1	2	1	72	 	 
380	IT	.5	4.59	34757.84066	31.9	1	4	1	72	 	16.4705882352941
392	JP	.34	4.11	36426.30221	37.6	2	5	1	72	 	10
752	SE	.27	3.93	45143.52332	23	3	2	2	71	 	45.4545454545455
752	SE	.27	3.93	45143.52332	23	2	2	2	71	 	 
392	JP	.34	4.11	36426.30221	37.6	1	3	2	71	 	.8
208	DK	.15	3.6	44862.50398	24.8	4	4	2	71	 	2.04545454545455
392	JP	.34	4.11	36426.30221	37.6	1	4	2	71	 	 
246	FI	.18	3.88	39754.48524	26.8	1	4	2	71	 	4
752	SE	.27	3.93	45143.52332	23	3	2	1	71	 	 
752	SE	.27	3.93	45143.52332	23	2	2	1	71	 	2.54
392	JP	.34	4.11	36426.30221	37.6	1	2	1	71	 	8
724	ES	.4	4.19	33763.39366	34	1	2	1	71	 	 
392	JP	.34	4.11	36426.30221	37.6	1	3	1	71	 	3.33333333333333
246	FI	.18	3.88	39754.48524	26.8	2	4	1	71	 	 
36	AU	.26	3.91	43901.55485	30.3	2	4	1	71	 	8.57142857142857
380	IT	.5	4.59	34757.84066	31.9	1	4	1	71	 	30
752	SE	.27	3.93	45143.52332	23	1	2	2	70	 	2.22222222222222
392	JP	.34	4.11	36426.30221	37.6	3	3	2	70	 	 
246	FI	.18	3.88	39754.48524	26.8	2	3	2	70	 	 
208	DK	.15	3.6	44862.50398	24.8	2	4	2	70	 	1.5
208	DK	.15	3.6	44862.50398	24.8	2	4	2	70	 	3.46020761245675
246	FI	.18	3.88	39754.48524	26.8	1	4	2	70	 	 
246	FI	.18	3.88	39754.48524	26.8	1	4	2	70	 	3.75
246	FI	.18	3.88	39754.48524	26.8	1	4	2	70	 	23.3333333333333
208	DK	.15	3.6	44862.50398	24.8	3	2	1	70	 	 
752	SE	.27	3.93	45143.52332	23	2	2	1	70	 	 
392	JP	.34	4.11	36426.30221	37.6	1	3	1	70	 	12
578	NO	.17	3.52	64893.05564	25	3	2	2	69	 	16.6666666666667
380	IT	.5	4.59	34757.84066	31.9	1	2	2	69	 	83.3333333333333
208	DK	.15	3.6	44862.50398	24.8	1	2	2	69	 	 
724	ES	.4	4.19	33763.39366	34	2	4	2	69	 	 
208	DK	.15	3.6	44862.50398	24.8	2	2	1	69	 	5
208	DK	.15	3.6	44862.50398	24.8	1	2	1	69	 	55.5555555555556
246	FI	.18	3.88	39754.48524	26.8	1	3	1	69	 	5.55555555555556
246	FI	.18	3.88	39754.48524	26.8	3	4	1	69	 	 
208	DK	.15	3.6	44862.50398	24.8	2	4	1	69	 	1.66666666666667
36	AU	.26	3.91	43901.55485	30.3	1	3	2	68	 	100
752	SE	.27	3.93	45143.52332	23	4	4	2	68	 	 
392	JP	.34	4.11	36426.30221	37.6	2	4	2	68	 	 
724	ES	.4	4.19	33763.39366	34	2	4	2	68	 	3.33333333333333
152	CL	.52	4.19	22333.1064	52.1	1	1	1	68	 	44.4444444444444
246	FI	.18	3.88	39754.48524	26.8	2	2	1	68	 	29.4117647058824
752	SE	.27	3.93	45143.52332	23	1	2	1	68	 	 
246	FI	.18	3.88	39754.48524	26.8	2	3	1	68	 	33.3333333333333
392	JP	.34	4.11	36426.30221	37.6	3	4	1	68	 	 
380	IT	.5	4.59	34757.84066	31.9	1	4	1	68	 	769.230769230769
246	FI	.18	3.88	39754.48524	26.8	1	4	1	68	 	8.75
578	NO	.17	3.52	64893.05564	25	2	5	1	68	 	10.6060606060606
752	SE	.27	3.93	45143.52332	23	1	1	2	67	 	 
246	FI	.18	3.88	39754.48524	26.8	2	2	2	67	 	 
752	SE	.27	3.93	45143.52332	23	1	2	2	67	 	6.66666666666667
392	JP	.34	4.11	36426.30221	37.6	3	3	2	67	 	 
246	FI	.18	3.88	39754.48524	26.8	2	3	2	67	 	100
392	JP	.34	4.11	36426.30221	37.6	2	4	2	67	 	 
208	DK	.15	3.6	44862.50398	24.8	1	4	2	67	 	2.4
392	JP	.34	4.11	36426.30221	37.6	1	5	2	67	 	 
578	NO	.17	3.52	64893.05564	25	2	2	1	67	 	24
32	AR	.47	4.25	18600	45.8	4	4	1	67	 	 
208	DK	.15	3.6	44862.50398	24.8	3	4	1	67	 	 
392	JP	.34	4.11	36426.30221	37.6	2	4	1	67	 	6
246	FI	.18	3.88	39754.48524	26.8	2	4	1	67	 	33.3333333333333
208	DK	.15	3.6	44862.50398	24.8	1	4	1	67	 	.692307692307692
208	DK	.15	3.6	44862.50398	24.8	4	2	2	66	 	13.7142857142857
392	JP	.34	4.11	36426.30221	37.6	1	2	2	66	 	 
208	DK	.15	3.6	44862.50398	24.8	1	2	2	66	 	21.0526315789474
380	IT	.5	4.59	34757.84066	31.9	3	3	2	66	 	27.2727272727273
752	SE	.27	3.93	45143.52332	23	2	4	2	66	 	 
246	FI	.18	3.88	39754.48524	26.8	2	4	2	66	 	 
724	ES	.4	4.19	33763.39366	34	2	4	2	66	 	12.5
392	JP	.34	4.11	36426.30221	37.6	1	4	2	66	 	 
208	DK	.15	3.6	44862.50398	24.8	1	4	2	66	 	 
380	IT	.5	4.59	34757.84066	31.9	4	2	1	66	 	 
578	NO	.17	3.52	64893.05564	25	3	2	1	66	 	5.71428571428571
724	ES	.4	4.19	33763.39366	34	3	2	1	66	 	 
392	JP	.34	4.11	36426.30221	37.6	2	2	1	66	 	 
246	FI	.18	3.88	39754.48524	26.8	2	2	1	66	 	25
752	SE	.27	3.93	45143.52332	23	1	2	1	66	 	25
392	JP	.34	4.11	36426.30221	37.6	1	2	1	66	 	5
246	FI	.18	3.88	39754.48524	26.8	2	4	1	66	 	14.2857142857143
380	IT	.5	4.59	34757.84066	31.9	2	2	2	65	 	5
752	SE	.27	3.93	45143.52332	23	1	2	2	65	 	11.7647058823529
246	FI	.18	3.88	39754.48524	26.8	1	2	2	65	 	5.55555555555556
208	DK	.15	3.6	44862.50398	24.8	1	2	2	65	 	52.6315789473684
578	NO	.17	3.52	64893.05564	25	2	3	2	65	 	3.6
246	FI	.18	3.88	39754.48524	26.8	1	3	2	65	 	 
392	JP	.34	4.11	36426.30221	37.6	3	4	2	65	 	 
752	SE	.27	3.93	45143.52332	23	2	4	2	65	 	2.77777777777778
246	FI	.18	3.88	39754.48524	26.8	2	4	2	65	 	30
724	ES	.4	4.19	33763.39366	34	1	4	2	65	 	 
208	DK	.15	3.6	44862.50398	24.8	1	4	2	65	 	 
208	DK	.15	3.6	44862.50398	24.8	1	4	2	65	 	4
392	JP	.34	4.11	36426.30221	37.6	2	2	1	65	 	66.6666666666667
578	NO	.17	3.52	64893.05564	25	2	4	1	65	 	7.14285714285714
380	IT	.5	4.59	34757.84066	31.9	1	2	2	64	 	 
246	FI	.18	3.88	39754.48524	26.8	2	3	2	64	 	 
392	JP	.34	4.11	36426.30221	37.6	1	3	2	64	 	 
246	FI	.18	3.88	39754.48524	26.8	3	4	2	64	 	11
246	FI	.18	3.88	39754.48524	26.8	1	4	2	64	 	8.83333333333333
724	ES	.4	4.19	33763.39366	34	2	2	1	64	 	3.33333333333333
246	FI	.18	3.88	39754.48524	26.8	1	2	1	64	 	9.375
578	NO	.17	3.52	64893.05564	25	3	4	1	64	 	1.25
724	ES	.4	4.19	33763.39366	34	3	4	1	64	 	 
152	CL	.52	4.19	22333.1064	52.1	2	4	1	64	 	90
380	IT	.5	4.59	34757.84066	31.9	1	4	1	64	 	44.4444444444444
752	SE	.27	3.93	45143.52332	23	1	5	1	64	 	25
380	IT	.5	4.59	34757.84066	31.9	1	2	2	63	 	150
380	IT	.5	4.59	34757.84066	31.9	1	3	2	63	 	36.3636363636364
246	FI	.18	3.88	39754.48524	26.8	3	4	2	63	 	11.1111111111111
752	SE	.27	3.93	45143.52332	23	2	4	2	63	 	16.6666666666667
392	JP	.34	4.11	36426.30221	37.6	2	4	2	63	 	2.28571428571429
208	DK	.15	3.6	44862.50398	24.8	1	5	2	63	 	 
208	DK	.15	3.6	44862.50398	24.8	2	3	1	63	 	2
208	DK	.15	3.6	44862.50398	24.8	5	4	1	63	 	4.75
578	NO	.17	3.52	64893.05564	25	4	4	1	63	 	2.46153846153846
578	NO	.17	3.52	64893.05564	25	1	1	2	62	 	10
246	FI	.18	3.88	39754.48524	26.8	2	2	2	62	 	10.7142857142857
246	FI	.18	3.88	39754.48524	26.8	1	2	2	62	 	45.4545454545455
710	ZA	.71	4.35	13046.20783	63.1	3	3	2	62	 	 
578	NO	.17	3.52	64893.05564	25	2	4	2	62	 	3.33333333333333
392	JP	.34	4.11	36426.30221	37.6	2	4	2	62	 	3.75
246	FI	.18	3.88	39754.48524	26.8	2	4	2	62	 	10
752	SE	.27	3.93	45143.52332	23	1	4	2	62	 	8.75
246	FI	.18	3.88	39754.48524	26.8	1	4	2	62	 	33.3333333333333
208	DK	.15	3.6	44862.50398	24.8	1	4	2	62	 	 
392	JP	.34	4.11	36426.30221	37.6	2	5	2	62	 	16.6666666666667
208	DK	.15	3.6	44862.50398	24.8	3	2	1	62	 	2.85714285714286
246	FI	.18	3.88	39754.48524	26.8	1	2	1	62	 	13.3333333333333
208	DK	.15	3.6	44862.50398	24.8	3	3	1	62	 	6.20689655172414
578	NO	.17	3.52	64893.05564	25	3	2	2	61	 	10
752	SE	.27	3.93	45143.52332	23	2	2	2	61	 	 
208	DK	.15	3.6	44862.50398	24.8	1	2	2	61	 	2
710	ZA	.71	4.35	13046.20783	63.1	2	3	2	61	 	175
246	FI	.18	3.88	39754.48524	26.8	1	3	2	61	 	4.28571428571429
208	DK	.15	3.6	44862.50398	24.8	1	3	2	61	 	 
752	SE	.27	3.93	45143.52332	23	4	4	2	61	 	4.54545454545455
392	JP	.34	4.11	36426.30221	37.6	1	4	2	61	 	 
380	IT	.5	4.59	34757.84066	31.9	1	4	2	61	 	 
380	IT	.5	4.59	34757.84066	31.9	1	4	2	61	 	4
752	SE	.27	3.93	45143.52332	23	1	5	2	61	 	3.33333333333333
392	JP	.34	4.11	36426.30221	37.6	2	1	1	61	 	 
208	DK	.15	3.6	44862.50398	24.8	2	2	1	61	 	1.66666666666667
246	FI	.18	3.88	39754.48524	26.8	2	4	1	61	 	5
752	SE	.27	3.93	45143.52332	23	1	4	1	61	 	5
392	JP	.34	4.11	36426.30221	37.6	1	4	1	61	 	 
380	IT	.5	4.59	34757.84066	31.9	1	4	1	61	 	6.66666666666667
392	JP	.34	4.11	36426.30221	37.6	2	2	2	60	 	7.14285714285714
392	JP	.34	4.11	36426.30221	37.6	4	3	2	60	 	 
392	JP	.34	4.11	36426.30221	37.6	5	4	2	60	 	3.33333333333333
752	SE	.27	3.93	45143.52332	23	2	4	2	60	 	2
752	SE	.27	3.93	45143.52332	23	2	4	2	60	 	3.125
392	JP	.34	4.11	36426.30221	37.6	1	4	2	60	 	 
208	DK	.15	3.6	44862.50398	24.8	1	4	2	60	 	2.28571428571429
752	SE	.27	3.93	45143.52332	23	1	5	2	60	 	7.5
380	IT	.5	4.59	34757.84066	31.9	2	2	1	60	 	909.090909090909
208	DK	.15	3.6	44862.50398	24.8	2	2	1	60	 	 
578	NO	.17	3.52	64893.05564	25	2	4	1	60	 	8
578	NO	.17	3.52	64893.05564	25	2	4	1	60	 	5.71428571428571
380	IT	.5	4.59	34757.84066	31.9	1	4	 	59	 	13.6363636363636
392	JP	.34	4.11	36426.30221	37.6	1	1	2	59	 	 
208	DK	.15	3.6	44862.50398	24.8	1	4	2	59	 	 
710	ZA	.71	4.35	13046.20783	63.1	3	5	2	59	 	20
246	FI	.18	3.88	39754.48524	26.8	4	2	1	59	 	20
578	NO	.17	3.52	64893.05564	25	3	2	1	59	 	5.35714285714286
578	NO	.17	3.52	64893.05564	25	2	2	1	59	 	2.8
578	NO	.17	3.52	64893.05564	25	1	2	1	59	 	25
578	NO	.17	3.52	64893.05564	25	1	2	1	59	 	25
380	IT	.5	4.59	34757.84066	31.9	1	2	1	59	 	15
392	JP	.34	4.11	36426.30221	37.6	1	3	1	59	 	 
380	IT	.5	4.59	34757.84066	31.9	1	3	1	59	 	6
380	IT	.5	4.59	34757.84066	31.9	3	4	1	59	 	8181.81818181818
208	DK	.15	3.6	44862.50398	24.8	2	4	1	59	 	2.8
752	SE	.27	3.93	45143.52332	23	2	2	2	58	 	43.4782608695652
380	IT	.5	4.59	34757.84066	31.9	2	2	2	58	 	5.55555555555556
208	DK	.15	3.6	44862.50398	24.8	2	2	2	58	 	3.7037037037037
246	FI	.18	3.88	39754.48524	26.8	1	2	2	58	 	41.6666666666667
208	DK	.15	3.6	44862.50398	24.8	1	2	2	58	 	2.5
392	JP	.34	4.11	36426.30221	37.6	3	3	2	58	 	 
36	AU	.26	3.91	43901.55485	30.3	2	4	2	58	 	20
578	NO	.17	3.52	64893.05564	25	1	4	2	58	 	2.58064516129032
208	DK	.15	3.6	44862.50398	24.8	1	4	2	58	 	.666666666666667
578	NO	.17	3.52	64893.05564	25	1	2	1	58	 	25
578	NO	.17	3.52	64893.05564	25	1	2	1	58	 	25
392	JP	.34	4.11	36426.30221	37.6	3	2	2	57	 	13.3333333333333
752	SE	.27	3.93	45143.52332	23	2	2	2	57	 	10.5263157894737
578	NO	.17	3.52	64893.05564	25	2	2	2	57	 	5.45454545454545
392	JP	.34	4.11	36426.30221	37.6	1	2	2	57	 	 
578	NO	.17	3.52	64893.05564	25	4	3	2	57	 	2.66666666666667
246	FI	.18	3.88	39754.48524	26.8	3	4	2	57	 	15.625
208	DK	.15	3.6	44862.50398	24.8	2	4	2	57	 	6.25
36	AU	.26	3.91	43901.55485	30.3	2	4	2	57	 	177.777777777778
246	FI	.18	3.88	39754.48524	26.8	1	4	2	57	 	35
578	NO	.17	3.52	64893.05564	25	2	2	1	57	 	5
246	FI	.18	3.88	39754.48524	26.8	2	2	1	57	 	33.3333333333333
392	JP	.34	4.11	36426.30221	37.6	2	3	1	57	 	 
380	IT	.5	4.59	34757.84066	31.9	1	3	1	57	 	20
246	FI	.18	3.88	39754.48524	26.8	2	4	1	57	 	40
578	NO	.17	3.52	64893.05564	25	1	2	2	56	 	3.7037037037037
392	JP	.34	4.11	36426.30221	37.6	2	3	2	56	 	13.3333333333333
578	NO	.17	3.52	64893.05564	25	2	4	2	56	 	2.63157894736842
392	JP	.34	4.11	36426.30221	37.6	2	4	2	56	 	5
752	SE	.27	3.93	45143.52332	23	2	3	1	56	 	 
208	DK	.15	3.6	44862.50398	24.8	1	3	1	56	 	4
578	NO	.17	3.52	64893.05564	25	3	5	1	56	 	1.42857142857143
246	FI	.18	3.88	39754.48524	26.8	1	2	2	55	 	3.5
246	FI	.18	3.88	39754.48524	26.8	1	3	2	55	 	27.7777777777778
724	ES	.4	4.19	33763.39366	34	3	4	2	55	 	 
208	DK	.15	3.6	44862.50398	24.8	2	4	2	55	 	.892857142857143
392	JP	.34	4.11	36426.30221	37.6	1	4	2	55	 	 
380	IT	.5	4.59	34757.84066	31.9	1	4	2	55	 	100
208	DK	.15	3.6	44862.50398	24.8	2	2	1	55	 	3.47826086956522
380	IT	.5	4.59	34757.84066	31.9	2	4	1	55	 	14.2857142857143
392	JP	.34	4.11	36426.30221	37.6	4	5	1	55	 	5
392	JP	.34	4.11	36426.30221	37.6	2	1	2	54	 	8.57142857142857
208	DK	.15	3.6	44862.50398	24.8	2	2	2	54	 	 
578	NO	.17	3.52	64893.05564	25	2	4	2	54	 	4.8
752	SE	.27	3.93	45143.52332	23	2	2	1	54	 	1.51515151515152
208	DK	.15	3.6	44862.50398	24.8	5	4	1	54	 	5
578	NO	.17	3.52	64893.05564	25	3	4	1	54	 	.5
32	AR	.47	4.25	18600	45.8	2	4	2	53	 	10
380	IT	.5	4.59	34757.84066	31.9	1	2	1	53	 	8.75
578	NO	.17	3.52	64893.05564	25	2	4	1	53	 	5
208	DK	.15	3.6	44862.50398	24.8	2	4	1	53	 	.666666666666667
380	IT	.5	4.59	34757.84066	31.9	1	4	1	53	 	190.47619047619
392	JP	.34	4.11	36426.30221	37.6	3	4	2	52	 	 
578	NO	.17	3.52	64893.05564	25	2	2	1	52	 	2.85714285714286
392	JP	.34	4.11	36426.30221	37.6	1	3	1	52	 	8
36	AU	.26	3.91	43901.55485	30.3	3	4	1	52	 	33.3333333333333
36	AU	.26	3.91	43901.55485	30.3	3	4	2	51	 	58.8235294117647
578	NO	.17	3.52	64893.05564	25	2	4	2	51	 	3.33333333333333
578	NO	.17	3.52	64893.05564	25	2	4	2	51	 	6.66666666666667
246	FI	.18	3.88	39754.48524	26.8	1	4	2	51	 	5.33333333333333
578	NO	.17	3.52	64893.05564	25	2	5	2	51	 	2.66666666666667
246	FI	.18	3.88	39754.48524	26.8	4	6	2	51	 	25
752	SE	.27	3.93	45143.52332	23	1	2	1	51	 	2
380	IT	.5	4.59	34757.84066	31.9	1	3	1	51	 	66.6666666666667
380	IT	.5	4.59	34757.84066	31.9	2	4	1	51	 	 
578	NO	.17	3.52	64893.05564	25	4	5	1	51	 	.625
380	IT	.5	4.59	34757.84066	31.9	2	2	2	50	 	3.75
380	IT	.5	4.59	34757.84066	31.9	1	3	2	50	 	 
392	JP	.34	4.11	36426.30221	37.6	2	4	2	50	 	10
208	DK	.15	3.6	44862.50398	24.8	1	4	2	50	 	 
578	NO	.17	3.52	64893.05564	25	3	5	2	50	 	5
392	JP	.34	4.11	36426.30221	37.6	1	2	1	50	 	8
578	NO	.17	3.52	64893.05564	25	2	2	2	49	 	2.25
578	NO	.17	3.52	64893.05564	25	2	2	2	49	 	2.25
380	IT	.5	4.59	34757.84066	31.9	2	2	2	49	 	 
246	FI	.18	3.88	39754.48524	26.8	2	2	2	49	 	10
392	JP	.34	4.11	36426.30221	37.6	1	4	2	49	 	 
36	AU	.26	3.91	43901.55485	30.3	2	1	1	49	 	20.9677419354839
392	JP	.34	4.11	36426.30221	37.6	1	2	1	49	 	14.2857142857143
380	IT	.5	4.59	34757.84066	31.9	1	2	1	49	 	 
156	CN	.6	4.27	13216.54189	47.3	2	3	1	49	 	4.5
380	IT	.5	4.59	34757.84066	31.9	3	4	1	49	 	13.6363636363636
392	JP	.34	4.11	36426.30221	37.6	2	4	1	49	 	6.25
724	ES	.4	4.19	33763.39366	34	2	4	1	49	 	 
752	SE	.27	3.93	45143.52332	23	1	4	1	49	 	7.5
380	IT	.5	4.59	34757.84066	31.9	1	3	2	48	 	8.57142857142857
752	SE	.27	3.93	45143.52332	23	5	4	2	48	 	2.46153846153846
752	SE	.27	3.93	45143.52332	23	4	5	2	48	 	3.33333333333333
578	NO	.17	3.52	64893.05564	25	2	2	1	48	 	2.25
578	NO	.17	3.52	64893.05564	25	2	2	1	48	 	2.25
578	NO	.17	3.52	64893.05564	25	2	2	1	48	 	2.25
392	JP	.34	4.11	36426.30221	37.6	2	3	1	48	 	6
392	JP	.34	4.11	36426.30221	37.6	3	4	1	48	 	5.71428571428571
724	ES	.4	4.19	33763.39366	34	2	4	1	48	 	 
710	ZA	.71	4.35	13046.20783	63.1	2	2	2	47	 	1.86666666666667
392	JP	.34	4.11	36426.30221	37.6	1	3	2	47	 	 
392	JP	.34	4.11	36426.30221	37.6	1	4	2	47	 	12.5
380	IT	.5	4.59	34757.84066	31.9	1	4	2	47	 	 
208	DK	.15	3.6	44862.50398	24.8	2	3	1	47	 	5
380	IT	.5	4.59	34757.84066	31.9	1	4	1	47	 	15
710	ZA	.71	4.35	13046.20783	63.1	4	2	2	46	 	8.88888888888889
276	DE-W	.32	4.37	45615.81119	27	3	2	2	46	 	11.5384615384615
578	NO	.17	3.52	64893.05564	25	2	2	2	46	 	40
578	NO	.17	3.52	64893.05564	25	2	4	2	46	 	5.2
380	IT	.5	4.59	34757.84066	31.9	1	4	2	46	 	10
392	JP	.34	4.11	36426.30221	37.6	1	1	1	46	 	 
752	SE	.27	3.93	45143.52332	23	4	2	1	46	 	 
392	JP	.34	4.11	36426.30221	37.6	2	3	2	45	 	 
